city,product_name,units_in_stock,quantity,discount,category_name,yearquarter,label,unit_price_winsorized,total_price_winsorized
Sao Paulo,Spegesild,95,5,0.0,Seafood,1997 Q1,0,9.6,48.0
Bergamo,Guaraná Fantástica,20,28,0.0,Beverages,1997 Q1,1,5.9,100.8
Bergamo,NuNuCa Nuß-Nougat-Creme,76,12,0.0,Confections,1997 Q1,0,11.2,134.39999999999998
Brandenburg,Nord-Ost Matjeshering,10,8,0.0,Seafood,1997 Q1,0,20.7,165.6
Brandenburg,Ipoh Coffee,17,15,0.0,Beverages,1997 Q1,1,36.8,552.0
Seattle,Chang,17,40,0.15,Beverages,1997 Q1,1,15.2,516.8
Seattle,Pavlova,29,35,0.15,Confections,1997 Q1,1,13.9,413.525
Seattle,Gula Malacca,27,2,0.15,Condiments,1997 Q1,1,15.5,38.6
Marseille,Carnarvon Tigers,42,30,0.0,Seafood,1997 Q1,1,50.0,1500.0
Marseille,Tunnbröd,61,15,0.0,Grains/Cereals,1997 Q1,0,7.2,108.0
Marseille,Wimmers gute Semmelknödel,22,8,0.0,Grains/Cereals,1997 Q1,1,26.6,212.8
London,Uncle Bob's Organic Dried Pears,15,30,0.0,Produce,1997 Q1,1,24.0,720.0
London,Gnocchi di nonna Alice,21,20,0.0,Grains/Cereals,1997 Q1,0,30.4,608.0
London,Guaraná Fantástica,20,80,0.05,Beverages,1997 Q1,1,5.9,273.59999999999997
London,Manjimup Dried Apples,20,18,0.0,Produce,1997 Q1,0,42.4,763.1999999999999
Cowes,Geitost,112,12,0.0,Dairy Products,1997 Q1,0,5.9,38.6
Cowes,Flotemysost,26,12,0.0,Dairy Products,1997 Q1,1,17.2,206.39999999999998
México D.F.,Tofu,35,12,0.0,Produce,1997 Q1,0,18.6,223.20000000000002
México D.F.,Rössle Sauerkraut,26,18,0.0,Produce,1997 Q1,1,36.4,655.1999999999999
México D.F.,Boston Crab Meat,123,21,0.0,Seafood,1997 Q1,0,14.7,308.7
México D.F.,Rhönbräu Klosterbier,125,10,0.0,Beverages,1997 Q1,0,6.2,62.0
Charleroi,Gorgonzola Telino,0,35,0.15,Dairy Products,1997 Q1,1,10.0,297.5
Charleroi,Louisiana Hot Spiced Okra,4,60,0.15,Condiments,1997 Q1,1,13.6,693.6
Charleroi,Lakkalikööri,57,42,0.15,Beverages,1997 Q1,1,14.4,514.08
San Cristóbal,Pâté chinois,115,2,0.05,Meat/Poultry,1997 Q1,1,19.2,38.6
San Cristóbal,Outback Lager,15,12,0.0,Beverages,1997 Q1,0,12.0,144.0
Lisboa,Chai,39,15,0.0,Beverages,1997 Q1,1,14.4,216.0
Lisboa,Sir Rodney's Scones,3,21,0.25,Confections,1997 Q1,1,8.0,126.0
Lisboa,Chartreuse verte,69,20,0.25,Beverages,1997 Q1,1,14.4,216.0
Lyon,Ikura,31,20,0.05,Seafood,1997 Q1,1,24.8,471.2
Albuquerque,Côte de Blaye,17,30,0.0,Beverages,1997 Q1,0,55.0,1800.0
Albuquerque,Perth Pasties,0,28,0.0,Meat/Poultry,1997 Q1,0,26.2,733.6
Albuquerque,Raclette Courdavault,79,60,0.0,Dairy Products,1997 Q1,0,44.0,1800.0
Albuquerque,Wimmers gute Semmelknödel,22,30,0.0,Grains/Cereals,1997 Q1,1,26.6,798.0
Lille,Zaanse koeken,36,30,0.0,Confections,1997 Q1,1,7.6,228.0
Lille,Raclette Courdavault,79,12,0.0,Dairy Products,1997 Q1,0,44.0,528.0
Rio de Janeiro,Maxilaku,10,24,0.0,Confections,1997 Q1,1,16.0,384.0
Rio de Janeiro,Camembert Pierrot,19,40,0.0,Dairy Products,1997 Q1,0,27.2,1088.0
Walla Walla,Boston Crab Meat,123,10,0.0,Seafood,1997 Q1,0,14.7,147.0
Seattle,Sasquatch Ale,111,35,0.05,Beverages,1997 Q1,1,11.2,372.4
Seattle,Original Frankfurter grüne Soße,32,30,0.05,Condiments,1997 Q1,1,10.4,296.4
London,Sir Rodney's Scones,3,14,0.0,Confections,1997 Q1,0,8.0,112.0
London,Boston Crab Meat,123,10,0.0,Seafood,1997 Q1,0,14.7,147.0
London,Manjimup Dried Apples,20,3,0.0,Produce,1997 Q1,1,42.4,127.19999999999999
I. de Margarita,Chang,17,20,0.1,Beverages,1997 Q1,1,15.2,273.6
I. de Margarita,Aniseed Syrup,13,20,0.1,Condiments,1997 Q1,1,8.0,144.0
I. de Margarita,Pâté chinois,115,30,0.1,Meat/Poultry,1997 Q1,1,19.2,518.4
I. de Margarita,Outback Lager,15,60,0.1,Beverages,1997 Q1,1,12.0,648.0
San Cristóbal,Queso Cabrales,22,5,0.0,Dairy Products,1997 Q1,0,16.8,84.0
San Cristóbal,Manjimup Dried Apples,20,25,0.0,Produce,1997 Q1,0,42.4,1060.0
San Cristóbal,Longlife Tofu,4,16,0.0,Produce,1997 Q1,0,8.0,128.0
Sao Paulo,Teatime Chocolate Biscuits,25,5,0.0,Confections,1997 Q1,1,7.3,38.6
Sao Paulo,Gumbär Gummibärchen,15,30,0.0,Confections,1997 Q1,1,24.9,747.0
Sao Paulo,Tourtière,21,24,0.25,Meat/Poultry,1997 Q1,1,5.9,106.20000000000002
München,Raclette Courdavault,79,30,0.0,Dairy Products,1997 Q1,0,44.0,1320.0
München,Röd Kaviar,101,20,0.2,Seafood,1997 Q1,1,12.0,192.0
Salzburg,Queso Cabrales,22,15,0.25,Dairy Products,1997 Q1,1,16.8,189.0
Salzburg,Pavlova,29,18,0.0,Confections,1997 Q1,0,13.9,250.20000000000002
San Cristóbal,Raclette Courdavault,79,60,0.0,Dairy Products,1997 Q1,0,44.0,1800.0
San Cristóbal,Scottish Longbreads,6,30,0.0,Confections,1997 Q1,1,10.0,300.0
San Cristóbal,Rhönbräu Klosterbier,125,36,0.0,Beverages,1997 Q1,1,6.2,223.20000000000002
Lisboa,Gula Malacca,27,15,0.15,Condiments,1997 Q1,1,15.5,197.625
Lisboa,Original Frankfurter grüne Soße,32,7,0.15,Condiments,1997 Q1,1,10.4,61.879999999999995
Tsawassen,NuNuCa Nuß-Nougat-Creme,76,60,0.05,Confections,1997 Q2,1,11.2,638.4
Tsawassen,Singaporean Hokkien Fried Mee,26,20,0.05,Grains/Cereals,1997 Q2,1,11.2,212.79999999999998
Toulouse,Louisiana Fiery Hot Pepper Sauce,76,15,0.1,Condiments,1997 Q2,0,16.8,226.8
Toulouse,Louisiana Hot Spiced Okra,4,10,0.1,Condiments,1997 Q2,0,13.6,122.4
Toulouse,Gudbrandsdalsost,26,10,0.1,Dairy Products,1997 Q2,1,28.8,259.2
Sao Paulo,Gnocchi di nonna Alice,21,30,0.0,Grains/Cereals,1997 Q2,0,30.4,912.0
Vancouver,Tunnbröd,61,10,0.0,Grains/Cereals,1997 Q2,1,7.2,72.0
Vancouver,Jack's New England Clam Chowder,85,20,0.0,Seafood,1997 Q2,1,7.7,154.0
Vancouver,Original Frankfurter grüne Soße,32,5,0.0,Condiments,1997 Q2,0,10.4,52.0
Sao Paulo,Gorgonzola Telino,0,20,0.05,Dairy Products,1997 Q2,1,10.0,190.0
Frankfurt a.M.,Gnocchi di nonna Alice,21,14,0.0,Grains/Cereals,1997 Q2,1,30.4,425.59999999999997
Frankfurt a.M.,Mozzarella di Giovanni,14,25,0.0,Dairy Products,1997 Q2,0,27.8,695.0
Frankfurt a.M.,Original Frankfurter grüne Soße,32,25,0.0,Condiments,1997 Q2,1,10.4,260.0
San Cristóbal,Guaraná Fantástica,20,14,0.0,Beverages,1997 Q2,1,5.9,63.0
San Cristóbal,Boston Crab Meat,123,5,0.0,Seafood,1997 Q2,0,18.4,92.0
San Cristóbal,Singaporean Hokkien Fried Mee,26,30,0.0,Grains/Cereals,1997 Q2,0,14.0,420.0
Barquisimeto,Rössle Sauerkraut,26,20,0.0,Produce,1997 Q2,1,45.6,912.0
Barquisimeto,Maxilaku,10,25,0.0,Confections,1997 Q2,1,20.0,500.0
Toulouse,Genen Shouyu,39,12,0.05,Condiments,1997 Q2,1,15.5,176.7
Toulouse,Rössle Sauerkraut,26,8,0.05,Produce,1997 Q2,1,45.6,346.56
Mannheim,Tourtière,21,20,0.0,Meat/Poultry,1997 Q2,1,7.45,149.0
México D.F.,Rogede sild,5,21,0.0,Seafood,1997 Q2,1,9.5,199.5
México D.F.,Perth Pasties,0,6,0.0,Meat/Poultry,1997 Q2,1,32.8,196.79999999999998
México D.F.,Laughing Lumberjack Lager,52,30,0.0,Beverages,1997 Q2,0,14.0,420.0
Cork,Tofu,35,70,0.0,Produce,1997 Q2,1,23.25,1627.5
Cork,Louisiana Fiery Hot Pepper Sauce,76,20,0.0,Condiments,1997 Q2,0,21.05,421.0
Seattle,Chang,17,12,0.0,Beverages,1997 Q2,0,19.0,228.0
Seattle,Sir Rodney's Scones,3,12,0.0,Confections,1997 Q2,0,10.0,120.0
Seattle,Perth Pasties,0,10,0.0,Meat/Poultry,1997 Q2,1,32.8,328.0
Seattle,Sirop d'érable,113,25,0.0,Condiments,1997 Q2,1,28.5,712.5
Montréal,Tarte au sucre,17,3,0.0,Confections,1997 Q2,1,49.3,147.89999999999998
Brandenburg,NuNuCa Nuß-Nougat-Creme,76,18,0.1,Confections,1997 Q2,0,14.0,226.8
Brandenburg,Outback Lager,15,14,0.1,Beverages,1997 Q2,1,15.0,189.0
México D.F.,Ipoh Coffee,17,15,0.15,Beverages,1997 Q2,1,46.0,586.5
México D.F.,Chocolade,15,15,0.15,Confections,1997 Q2,1,12.75,162.5625
Köln,Konbu,24,10,0.0,Seafood,1997 Q2,1,6.0,60.0
Köln,Chartreuse verte,69,10,0.0,Beverages,1997 Q2,0,18.0,180.0
Mannheim,Rössle Sauerkraut,26,3,0.0,Produce,1997 Q2,1,45.6,136.8
Boise,Thüringer Rostbratwurst,0,36,0.0,Meat/Poultry,1997 Q2,0,55.0,1800.0
Boise,Rhönbräu Klosterbier,125,36,0.1,Beverages,1997 Q2,1,7.75,251.1
Marseille,Chef Anton's Cajun Seasoning,53,50,0.15,Condiments,1997 Q2,1,22.0,935.0
Marseille,Uncle Bob's Organic Dried Pears,15,50,0.15,Produce,1997 Q2,1,30.0,1275.0
Marseille,Northwoods Cranberry Sauce,6,10,0.15,Condiments,1997 Q2,1,40.0,340.0
Sao Paulo,Guaraná Fantástica,20,10,0.15,Beverages,1997 Q2,1,5.9,38.6
Sao Paulo,Spegesild,95,9,0.15,Seafood,1997 Q2,1,12.0,91.8
Sao Paulo,Zaanse koeken,36,6,0.15,Confections,1997 Q2,1,9.5,48.449999999999996
Sao Paulo,Camembert Pierrot,19,12,0.15,Dairy Products,1997 Q2,1,34.0,346.8
Stuttgart,Sir Rodney's Scones,3,40,0.2,Confections,1997 Q2,1,10.0,320.0
Stuttgart,Mascarpone Fabioli,9,50,0.2,Dairy Products,1997 Q2,1,32.0,1280.0
Stuttgart,Sirop d'érable,113,15,0.2,Condiments,1997 Q2,1,28.5,342.0
Graz,Sir Rodney's Marmalade,40,39,0.0,Confections,1997 Q2,0,55.0,1800.0
Graz,Rössle Sauerkraut,26,35,0.0,Produce,1997 Q2,1,45.6,1596.0
Graz,Gnocchi di nonna Alice,21,70,0.0,Grains/Cereals,1997 Q2,0,38.0,1800.0
Graz,Louisiana Fiery Hot Pepper Sauce,76,39,0.0,Condiments,1997 Q2,1,21.05,820.95
Graz,Rhönbräu Klosterbier,125,50,0.0,Beverages,1997 Q2,1,7.75,387.5
Cunewalde,Mishi Kobe Niku,29,16,0.15,Meat/Poultry,1997 Q2,0,55.0,1319.2
Cunewalde,Pavlova,29,50,0.0,Confections,1997 Q2,1,17.45,872.5
Cunewalde,Schoggi Schokolade,49,120,0.0,Confections,1997 Q2,1,43.9,1800.0
Cunewalde,Geitost,112,16,0.15,Dairy Products,1997 Q2,1,5.9,38.6
Cunewalde,Camembert Pierrot,19,84,0.15,Dairy Products,1997 Q2,1,34.0,1800.0
Cork,Carnarvon Tigers,42,25,0.1,Seafood,1997 Q2,1,55.0,1406.25
Cork,Jack's New England Clam Chowder,85,80,0.1,Seafood,1997 Q2,1,9.65,694.8000000000001
Cork,Singaporean Hokkien Fried Mee,26,20,0.0,Grains/Cereals,1997 Q2,0,14.0,280.0
London,Filo Mix,38,6,0.0,Grains/Cereals,1997 Q2,0,7.0,42.0
London,Raclette Courdavault,79,4,0.0,Dairy Products,1997 Q2,1,55.0,220.0
London,Outback Lager,15,6,0.0,Beverages,1997 Q2,0,15.0,90.0
México D.F.,Guaraná Fantástica,20,5,0.0,Beverages,1997 Q2,0,5.9,38.6
México D.F.,Côte de Blaye,17,15,0.0,Beverages,1997 Q2,0,55.0,1800.0
México D.F.,Gula Malacca,27,9,0.0,Condiments,1997 Q2,0,19.45,175.04999999999998
Bern,Ikura,31,16,0.05,Seafood,1997 Q2,1,31.0,471.2
Bern,Gnocchi di nonna Alice,21,40,0.0,Grains/Cereals,1997 Q2,0,38.0,1520.0
Bern,Camembert Pierrot,19,10,0.05,Dairy Products,1997 Q2,1,34.0,323.0
Stavern,Guaraná Fantástica,20,8,0.0,Beverages,1997 Q2,1,5.9,38.6
Stavern,Perth Pasties,0,5,0.0,Meat/Poultry,1997 Q2,1,32.8,164.0
Buenos Aires,Steeleye Stout,20,3,0.0,Beverages,1997 Q2,1,18.0,54.0
Buenos Aires,Jack's New England Clam Chowder,85,10,0.0,Seafood,1997 Q2,1,9.65,96.5
Buenos Aires,Scottish Longbreads,6,6,0.0,Confections,1997 Q2,0,12.5,75.0
Frankfurt a.M.,Chai,39,40,0.2,Beverages,1997 Q2,1,18.0,576.0
Frankfurt a.M.,Northwoods Cranberry Sauce,6,24,0.0,Condiments,1997 Q2,1,40.0,960.0
Frankfurt a.M.,Nord-Ost Matjeshering,10,20,0.2,Seafood,1997 Q2,1,25.89,414.24
Frankfurt a.M.,Boston Crab Meat,123,25,0.2,Seafood,1997 Q2,1,18.4,368.0
London,Alice Mutton,0,25,0.1,Meat/Poultry,1997 Q2,1,39.0,877.5
London,Sir Rodney's Marmalade,40,15,0.1,Confections,1997 Q2,1,55.0,1093.5
London,Gravad lax,11,18,0.1,Seafood,1997 Q2,1,26.0,421.2
London,Jack's New England Clam Chowder,85,6,0.1,Seafood,1997 Q2,1,9.65,52.11000000000001
Luleå,Ikura,31,2,0.0,Seafood,1997 Q2,1,31.0,62.0
Luleå,Nord-Ost Matjeshering,10,10,0.0,Seafood,1997 Q2,0,25.89,258.9
Luleå,Ipoh Coffee,17,60,0.0,Beverages,1997 Q2,1,46.0,1800.0
Luleå,Tourtière,21,15,0.0,Meat/Poultry,1997 Q2,0,7.45,111.75
Marseille,Inlagd Sill,112,30,0.0,Seafood,1997 Q2,0,19.0,570.0
Marseille,Boston Crab Meat,123,15,0.1,Seafood,1997 Q2,0,18.4,248.4
Oulu,Chai,39,8,0.15,Beverages,1997 Q2,1,18.0,122.39999999999999
Oulu,Konbu,24,10,0.0,Seafood,1997 Q2,1,6.0,60.0
Oulu,Gnocchi di nonna Alice,21,30,0.15,Grains/Cereals,1997 Q2,1,38.0,969.0
Cunewalde,Chef Anton's Cajun Seasoning,53,50,0.1,Condiments,1997 Q2,1,22.0,990.0
Cunewalde,Inlagd Sill,112,30,0.1,Seafood,1997 Q2,1,19.0,513.0
Eugene,Queso Cabrales,22,3,0.0,Dairy Products,1997 Q2,0,21.0,63.0
Eugene,Geitost,112,8,0.2,Dairy Products,1997 Q2,0,5.9,38.6
Eugene,Mozzarella di Giovanni,14,9,0.0,Dairy Products,1997 Q2,1,34.8,313.2
Bruxelles,Pâté chinois,115,14,0.0,Meat/Poultry,1997 Q2,0,24.0,336.0
Bruxelles,Scottish Longbreads,6,20,0.0,Confections,1997 Q2,0,12.5,250.0
Bruxelles,Gudbrandsdalsost,26,10,0.0,Dairy Products,1997 Q2,0,36.0,360.0
Salzburg,Alice Mutton,0,40,0.0,Meat/Poultry,1997 Q2,0,39.0,1560.0
Salzburg,Ipoh Coffee,17,25,0.0,Beverages,1997 Q2,1,46.0,1150.0
Salzburg,Sirop d'érable,113,20,0.0,Condiments,1997 Q2,1,28.5,570.0
Salzburg,Lakkalikööri,57,50,0.0,Beverages,1997 Q2,1,18.0,900.0
Buenos Aires,Raclette Courdavault,79,2,0.0,Dairy Products,1997 Q2,1,55.0,110.0
London,Nord-Ost Matjeshering,10,15,0.0,Seafood,1997 Q2,0,25.89,388.35
London,Louisiana Hot Spiced Okra,4,24,0.0,Condiments,1997 Q2,1,17.0,408.0
Bräcke,Chef Anton's Cajun Seasoning,53,50,0.05,Condiments,1997 Q2,1,22.0,1045.0
Bräcke,Mozzarella di Giovanni,14,24,0.0,Dairy Products,1997 Q2,0,34.8,835.1999999999999
Bräcke,Röd Kaviar,101,24,0.05,Seafood,1997 Q2,1,15.0,342.0
Frankfurt a.M.,Nord-Ost Matjeshering,10,10,0.0,Seafood,1997 Q2,0,25.89,258.9
Frankfurt a.M.,Boston Crab Meat,123,10,0.2,Seafood,1997 Q2,1,18.4,147.20000000000002
Frankfurt a.M.,Tourtière,21,10,0.2,Meat/Poultry,1997 Q2,1,7.45,59.6
México D.F.,Queso Cabrales,22,50,0.1,Dairy Products,1997 Q2,1,21.0,945.0
México D.F.,Boston Crab Meat,123,10,0.1,Seafood,1997 Q2,1,18.4,165.6
México D.F.,Ravioli Angelo,36,5,0.1,Grains/Cereals,1997 Q2,1,19.5,87.75
México D.F.,Raclette Courdavault,79,15,0.1,Dairy Products,1997 Q2,0,55.0,742.5
Frankfurt a.M.,Queso Manchego La Pastora,86,15,0.25,Dairy Products,1997 Q2,1,38.0,427.5
Frankfurt a.M.,Gorgonzola Telino,0,20,0.0,Dairy Products,1997 Q2,0,12.5,250.0
Frankfurt a.M.,Geitost,112,30,0.0,Dairy Products,1997 Q2,0,5.9,75.0
Frankfurt a.M.,Camembert Pierrot,19,35,0.25,Dairy Products,1997 Q2,1,34.0,892.5
Genève,Gorgonzola Telino,0,30,0.0,Dairy Products,1997 Q2,0,12.5,375.0
Genève,Manjimup Dried Apples,20,6,0.0,Produce,1997 Q2,0,53.0,318.0
Genève,Escargots de Bourgogne,62,20,0.0,Seafood,1997 Q2,0,13.25,265.0
Genève,Mozzarella di Giovanni,14,21,0.0,Dairy Products,1997 Q2,1,34.8,730.8
Genève,Röd Kaviar,101,9,0.0,Seafood,1997 Q2,0,15.0,135.0
London,Outback Lager,15,7,0.0,Beverages,1997 Q2,0,15.0,105.0
London,Mozzarella di Giovanni,14,1,0.0,Dairy Products,1997 Q2,1,34.8,38.6
London,Konbu,24,8,0.0,Seafood,1997 Q2,0,6.0,48.0
London,Sir Rodney's Scones,3,15,0.0,Confections,1997 Q2,1,10.0,150.0
London,Geitost,112,15,0.0,Dairy Products,1997 Q2,1,5.9,38.6
London,Maxilaku,10,6,0.0,Confections,1997 Q2,0,20.0,120.0
Cunewalde,Aniseed Syrup,13,60,0.0,Condiments,1997 Q2,1,10.0,600.0
Cunewalde,Gumbär Gummibärchen,15,40,0.0,Confections,1997 Q2,0,31.23,1249.2
Cunewalde,Côte de Blaye,17,30,0.0,Beverages,1997 Q2,0,55.0,1800.0
Cunewalde,Scottish Longbreads,6,35,0.0,Confections,1997 Q2,0,12.5,437.5
Rio de Janeiro,Guaraná Fantástica,20,35,0.1,Beverages,1997 Q2,1,5.9,141.75
Rio de Janeiro,Côte de Blaye,17,4,0.1,Beverages,1997 Q2,0,55.0,948.6
Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,76,36,0.1,Condiments,1997 Q2,1,21.05,682.0200000000001
Rio de Janeiro,Flotemysost,26,9,0.1,Dairy Products,1997 Q2,0,21.5,174.15
Brandenburg,Queso Cabrales,22,15,0.05,Dairy Products,1997 Q2,1,21.0,299.25
Brandenburg,Tourtière,21,24,0.05,Meat/Poultry,1997 Q2,1,7.45,169.86
Barquisimeto,Queso Manchego La Pastora,86,30,0.15,Dairy Products,1997 Q2,1,38.0,969.0
Barquisimeto,Tunnbröd,61,70,0.15,Grains/Cereals,1997 Q2,0,9.0,535.5
Portland,Rössle Sauerkraut,26,7,0.0,Produce,1997 Q2,1,45.6,319.2
Portland,Laughing Lumberjack Lager,52,7,0.0,Beverages,1997 Q2,0,14.0,98.0
Walla Walla,Queso Cabrales,22,10,0.0,Dairy Products,1997 Q2,0,21.0,210.0
Lyon,Uncle Bob's Organic Dried Pears,15,10,0.0,Produce,1997 Q2,1,30.0,300.0
Lyon,Steeleye Stout,20,30,0.0,Beverages,1997 Q2,0,18.0,540.0
Lyon,Tarte au sucre,17,40,0.0,Confections,1997 Q2,0,49.3,1800.0
London,Mascarpone Fabioli,9,24,0.15,Dairy Products,1997 Q2,1,32.0,652.8
London,Inlagd Sill,112,60,0.0,Seafood,1997 Q2,1,19.0,1140.0
Münster,Sasquatch Ale,111,10,0.25,Beverages,1997 Q2,1,14.0,105.0
Münster,Jack's New England Clam Chowder,85,14,0.0,Seafood,1997 Q2,0,9.65,135.1
Cunewalde,Gorgonzola Telino,0,55,0.15,Dairy Products,1997 Q2,1,12.5,584.375
Cunewalde,Rogede sild,5,100,0.15,Seafood,1997 Q2,1,9.5,807.5
Cunewalde,Manjimup Dried Apples,20,48,0.15,Produce,1997 Q2,1,53.0,1800.0
Sevilla,Alice Mutton,0,8,0.1,Meat/Poultry,1997 Q2,1,39.0,280.8
Sevilla,Teatime Chocolate Biscuits,25,10,0.0,Confections,1997 Q2,0,9.2,92.0
Sevilla,Sir Rodney's Scones,3,6,0.1,Confections,1997 Q2,1,10.0,54.0
Sevilla,Sirop d'érable,113,10,0.1,Condiments,1997 Q2,1,28.5,256.5
Lisboa,Pavlova,29,40,0.15,Confections,1997 Q2,1,17.45,593.3
Lisboa,Steeleye Stout,20,20,0.15,Beverages,1997 Q2,1,18.0,306.0
Lisboa,Gula Malacca,27,40,0.0,Condiments,1997 Q2,1,19.45,778.0
San Cristóbal,Gudbrandsdalsost,26,18,0.0,Dairy Products,1997 Q2,1,36.0,648.0
San Cristóbal,Rhönbräu Klosterbier,125,30,0.0,Beverages,1997 Q2,1,7.75,232.5
Oulu,Queso Cabrales,22,15,0.0,Dairy Products,1997 Q2,0,21.0,315.0
Oulu,Pavlova,29,14,0.0,Confections,1997 Q2,0,17.45,244.29999999999998
Oulu,Gustaf's Knäckebröd,104,24,0.0,Grains/Cereals,1997 Q2,0,21.0,504.0
Oulu,Gorgonzola Telino,0,30,0.0,Dairy Products,1997 Q2,0,12.5,375.0
Oulu,Steeleye Stout,20,6,0.0,Beverages,1997 Q2,1,18.0,108.0
Köln,Pavlova,29,30,0.05,Confections,1997 Q2,0,17.45,497.325
Köln,Tunnbröd,61,20,0.05,Grains/Cereals,1997 Q2,1,9.0,171.0
Köln,Tarte au sucre,17,20,0.05,Confections,1997 Q2,1,49.3,936.6999999999999
Köln,Original Frankfurter grüne Soße,32,10,0.05,Condiments,1997 Q2,0,13.0,123.5
Boise,Tofu,35,30,0.2,Produce,1997 Q2,1,23.25,558.0
Boise,Teatime Chocolate Biscuits,25,35,0.2,Confections,1997 Q2,1,9.2,257.6
Boise,Guaraná Fantástica,20,18,0.2,Beverages,1997 Q2,1,5.9,64.8
Boise,Manjimup Dried Apples,20,20,0.2,Produce,1997 Q2,1,53.0,848.0
Boise,Gnocchi di nonna Alice,21,40,0.2,Grains/Cereals,1997 Q2,1,38.0,1216.0
Kobenhavn,Mozzarella di Giovanni,14,24,0.0,Dairy Products,1997 Q2,0,34.8,835.1999999999999
Frankfurt a.M.,Wimmers gute Semmelknödel,22,30,0.0,Grains/Cereals,1997 Q2,0,33.25,997.5
Frankfurt a.M.,Rhönbräu Klosterbier,125,20,0.0,Beverages,1997 Q2,1,7.75,155.0
London,Zaanse koeken,36,25,0.0,Confections,1997 Q2,0,9.5,237.5
London,Manjimup Dried Apples,20,20,0.0,Produce,1997 Q2,0,53.0,1060.0
London,Filo Mix,38,30,0.0,Grains/Cereals,1997 Q2,1,7.0,210.0
London,Perth Pasties,0,18,0.0,Meat/Poultry,1997 Q2,0,32.8,590.4
London,Röd Kaviar,101,3,0.0,Seafood,1997 Q2,0,15.0,45.0
Strasbourg,Jack's New England Clam Chowder,85,12,0.05,Seafood,1997 Q2,1,9.65,110.01
Strasbourg,Pâté chinois,115,18,0.05,Meat/Poultry,1997 Q2,0,24.0,410.4
München,Nord-Ost Matjeshering,10,20,0.0,Seafood,1997 Q2,1,25.89,517.8
München,Tarte au sucre,17,15,0.25,Confections,1997 Q2,1,49.3,554.625
Bräcke,Gula Malacca,27,10,0.0,Condiments,1997 Q2,0,19.45,194.5
Bräcke,Manjimup Dried Apples,20,50,0.0,Produce,1997 Q2,1,53.0,1800.0
Reggio Emilia,Geitost,112,20,0.1,Dairy Products,1997 Q2,1,5.9,45.0
Reggio Emilia,Tarte au sucre,17,10,0.1,Confections,1997 Q2,0,49.3,443.7
Rio de Janeiro,Inlagd Sill,112,25,0.0,Seafood,1997 Q2,0,19.0,475.0
Rio de Janeiro,Filo Mix,38,70,0.0,Grains/Cereals,1997 Q2,0,7.0,490.0
Albuquerque,Alice Mutton,0,16,0.05,Meat/Poultry,1997 Q2,0,39.0,592.8
Albuquerque,Gorgonzola Telino,0,6,0.05,Dairy Products,1997 Q2,1,12.5,71.25
Albuquerque,Pâté chinois,115,25,0.05,Meat/Poultry,1997 Q2,1,24.0,570.0
Montréal,Guaraná Fantástica,20,25,0.1,Beverages,1997 Q2,0,5.9,101.25
Montréal,Wimmers gute Semmelknödel,22,18,0.1,Grains/Cereals,1997 Q2,1,33.25,538.65
Strasbourg,Queso Cabrales,22,35,0.15,Dairy Products,1997 Q2,1,21.0,624.75
Strasbourg,Carnarvon Tigers,42,18,0.15,Seafood,1997 Q2,1,55.0,956.25
Strasbourg,Lakkalikööri,57,10,0.0,Beverages,1997 Q2,0,18.0,180.0
Cork,Gorgonzola Telino,0,60,0.2,Dairy Products,1997 Q2,1,12.5,600.0
Cork,Manjimup Dried Apples,20,3,0.0,Produce,1997 Q2,0,53.0,159.0
Cork,Raclette Courdavault,79,40,0.2,Dairy Products,1997 Q2,0,55.0,1760.0
Barcelona,Ikura,31,5,0.0,Seafood,1997 Q2,0,31.0,155.0
Albuquerque,Gorgonzola Telino,0,35,0.2,Dairy Products,1997 Q2,1,12.5,350.0
Albuquerque,Lakkalikööri,57,30,0.0,Beverages,1997 Q2,0,18.0,540.0
Montréal,Queso Cabrales,22,15,0.05,Dairy Products,1997 Q2,1,21.0,299.25
Montréal,Gnocchi di nonna Alice,21,60,0.05,Grains/Cereals,1997 Q2,0,38.0,1800.0
Graz,Tofu,35,11,0.15,Produce,1997 Q2,1,23.25,217.3875
Graz,Singaporean Hokkien Fried Mee,26,28,0.15,Grains/Cereals,1997 Q2,1,14.0,333.2
Luleå,Pavlova,29,12,0.1,Confections,1997 Q2,1,17.45,188.45999999999998
Luleå,Mascarpone Fabioli,9,10,0.1,Dairy Products,1997 Q2,1,32.0,288.0
Luleå,Boston Crab Meat,123,50,0.0,Seafood,1997 Q2,1,18.4,919.9999999999999
Luleå,Rhönbräu Klosterbier,125,15,0.1,Beverages,1997 Q2,0,7.75,104.625
México D.F.,Alice Mutton,0,18,0.0,Meat/Poultry,1997 Q2,1,39.0,702.0
México D.F.,Sasquatch Ale,111,40,0.0,Beverages,1997 Q2,1,14.0,560.0
México D.F.,Perth Pasties,0,25,0.0,Meat/Poultry,1997 Q2,0,32.8,819.9999999999999
Kirkland,Geitost,112,14,0.0,Dairy Products,1997 Q2,0,5.9,38.6
Kirkland,Boston Crab Meat,123,2,0.0,Seafood,1997 Q2,1,18.4,38.6
Kirkland,Tarte au sucre,17,10,0.0,Confections,1997 Q2,0,49.3,493.0
Kirkland,Wimmers gute Semmelknödel,22,6,0.0,Grains/Cereals,1997 Q2,1,33.25,199.5
